transaction_id,amount,recovery_probability,retry_count,ai_decision,expected_recovery
TXN03738,4999,94.0,0,RETRY,4699.06
TXN03739,1499,83.0,1,RETRY,1244.17
TXN03740,299,81.0,1,RETRY,242.19
TXN03741,499,75.0,1,RETRY,374.25
TXN03742,799,27.0,0,STOP,215.73
TXN03743,9999,11.166666666666666,3,STOP,1116.555
TXN03744,2499,98.0,1,RETRY,2449.02
TXN03745,9999,12.0,3,STOP,1199.88
TXN03746,799,87.0,0,RETRY,695.13
TXN03747,1499,14.000000000000002,1,STOP,209.86000000000004
TXN03748,999,8.0,3,STOP,79.92
TXN03749,499,88.0,3,STOP,439.12
TXN03750,999,48.0,2,STOP,479.52
TXN03751,799,53.0,1,PAYMENT LINK,423.47
TXN03752,299,24.0,0,STOP,71.76
TXN03753,499,60.0,1,PAYMENT LINK,299.4
TXN03754,199,97.0,0,RETRY,193.03
TXN03755,4999,49.5,1,PAYMENT LINK,2474.505
TXN03756,4999,20.0,3,STOP,999.8
TXN03757,299,4.0,2,STOP,11.96
TXN03758,1499,26.6,0,STOP,398.73400000000004
TXN03759,999,30.0,1,STOP,299.7
TXN03760,499,94.0,1,RETRY,469.06
TXN03761,2499,31.0,1,STOP,774.69
TXN03762,1999,24.0,0,STOP,479.76
TXN03763,199,9.0,1,STOP,17.91
TXN03764,799,64.0,1,PAYMENT LINK,511.36
TXN03765,299,24.0,3,STOP,71.76
TXN03766,999,90.33333333333333,3,STOP,902.43
TXN03767,1999,26.0,3,STOP,519.74
TXN03768,1999,19.25,2,STOP,384.8075
TXN03769,199,100.0,0,RETRY,199.0
TXN03770,1499,94.0,1,RETRY,1409.06
TXN03771,1999,21.0,2,STOP,419.79
TXN03772,9999,88.0,1,RETRY,8799.12
TXN03773,499,93.0,0,RETRY,464.07
TXN03774,2499,80.0,0,RETRY,1999.2
TXN03775,4999,82.0,0,RETRY,4099.18
TXN03776,999,93.0,3,STOP,929.07
TXN03777,1999,79.0,1,RETRY,1579.21
TXN03778,1999,90.0,2,STOP,1799.1
TXN03779,499,53.0,0,PAYMENT LINK,264.47
TXN03780,199,18.0,3,STOP,35.82
TXN03781,4999,30.0,1,STOP,1499.7
TXN03782,2499,89.5,1,RETRY,2236.605
TXN03783,2499,82.66666666666666,3,STOP,2065.8399999999997
TXN03784,799,79.0,1,RETRY,631.21
TXN03785,9999,20.0,0,STOP,1999.8
TXN03786,499,19.0,2,STOP,94.81
TXN03787,9999,84.0,1,RETRY,8399.16
TXN03788,9999,86.0,2,STOP,8599.14
TXN03789,299,28.999999999999996,3,STOP,86.70999999999998
TXN03790,999,80.0,2,STOP,799.2
TXN03791,299,9.0,3,STOP,26.91
TXN03792,999,92.0,0,RETRY,919.08
TXN03793,999,76.0,3,STOP,759.24
TXN03794,4999,84.0,3,STOP,4199.16
TXN03795,499,79.0,3,STOP,394.21
TXN03796,299,52.0,3,STOP,155.48
TXN03797,1499,50.63928571428572,1,PAYMENT LINK,759.0828928571428
TXN03798,499,25.0,2,STOP,124.75
TXN03799,4999,92.0,0,RETRY,4599.08
TXN03800,9999,15.0,2,STOP,1499.85
TXN03801,9999,45.0,1,PAYMENT LINK,4499.55
TXN03802,999,4.0,2,STOP,39.96
TXN03803,199,87.0,0,RETRY,173.13
TXN03804,1999,90.0,2,STOP,1799.1
TXN03805,4999,30.0,0,STOP,1499.7
TXN03806,999,20.0,2,STOP,199.8
TXN03807,4999,87.0,1,RETRY,4349.13
TXN03808,299,50.916666666666664,3,STOP,152.2408333333333
TXN03809,999,9.0,3,STOP,89.91
TXN03810,299,18.0,3,STOP,53.82
TXN03811,4999,19.0,0,STOP,949.81
TXN03812,2499,78.0,0,RETRY,1949.22
TXN03813,499,92.0,2,STOP,459.08
TXN03814,799,32.666666666666664,1,STOP,261.00666666666666
TXN03815,199,69.0,3,STOP,137.31
TXN03816,799,77.0,0,RETRY,615.23
TXN03817,499,87.43333333333334,3,STOP,436.2923333333334
TXN03818,499,72.0,3,STOP,359.28
TXN03819,799,93.0,3,STOP,743.07
TXN03820,999,77.0,2,STOP,769.23
TXN03821,999,98.0,2,STOP,979.02
TXN03822,999,38.0,3,STOP,379.62
TXN03823,1499,42.0,2,STOP,629.58
TXN03824,199,15.0,1,STOP,29.85
TXN03825,999,10.5,2,STOP,104.895
TXN03826,299,71.0,2,STOP,212.29
TXN03827,9999,72.76190476190476,1,PAYMENT LINK,7275.462857142857
TXN03828,2499,86.0,0,RETRY,2149.14
TXN03829,799,79.5,3,STOP,635.205
TXN03830,1499,32.0,3,STOP,479.68
TXN03831,4999,92.0,1,RETRY,4599.08
TXN03832,9999,83.66666666666667,0,RETRY,8365.83
TXN03833,199,28.000000000000004,1,STOP,55.720000000000006
TXN03834,4999,93.0,0,RETRY,4649.07
TXN03835,1499,16.0,2,STOP,239.84
TXN03836,299,8.0,1,STOP,23.92
TXN03837,799,25.0,3,STOP,199.75
TXN03838,199,94.5,0,RETRY,188.055
TXN03839,299,53.0,0,PAYMENT LINK,158.47
TXN03840,4999,90.0,2,STOP,4499.1
TXN03841,499,79.0,2,STOP,394.21
TXN03842,199,95.0,0,RETRY,189.05
TXN03843,999,91.0,0,RETRY,909.09
TXN03844,299,76.0,1,RETRY,227.24
TXN03845,9999,92.0,1,RETRY,9199.08
TXN03846,2499,28.000000000000004,2,STOP,699.7200000000001
TXN03847,499,85.0,0,RETRY,424.15
TXN03848,199,97.0,0,RETRY,193.03
TXN03849,299,87.0,0,RETRY,260.13
TXN03850,199,53.0,2,STOP,105.47
TXN03851,499,97.0,3,STOP,484.03
TXN03852,299,71.0,3,STOP,212.29
TXN03853,299,31.0,2,STOP,92.69
TXN03854,2499,68.0,3,STOP,1699.32
TXN03855,199,12.0,1,STOP,23.88
TXN03856,4999,81.0,1,RETRY,4049.19
TXN03857,4999,91.0,2,STOP,4549.09
TXN03858,4999,62.5,3,STOP,3124.375
TXN03859,299,57.99999999999999,3,STOP,173.41999999999996
TXN03860,1999,11.0,2,STOP,219.89
TXN03861,9999,45.0,3,STOP,4499.55
TXN03862,199,96.0,0,RETRY,191.04
TXN03863,9999,32.916666666666664,3,STOP,3291.3375
TXN03864,999,87.0,1,RETRY,869.13
TXN03865,799,90.0,0,RETRY,719.1
TXN03866,2499,97.0,2,STOP,2424.03
TXN03867,4999,75.16666666666666,1,RETRY,3757.5816666666665
TXN03868,999,93.0,1,RETRY,929.07
TXN03869,999,93.0,2,STOP,929.07
TXN03870,9999,51.56666666666666,3,STOP,5156.151
TXN03871,499,88.0,2,STOP,439.12
TXN03872,2499,27.0,1,STOP,674.73
TXN03873,999,4.0,2,STOP,39.96
TXN03874,1499,82.0,1,RETRY,1229.18
TXN03875,9999,17.266666666666666,2,STOP,1726.494
TXN03876,1999,31.0,1,STOP,619.69
TXN03877,1499,82.0,3,STOP,1229.18
TXN03878,1499,91.0,1,RETRY,1364.09
TXN03879,299,12.0,0,STOP,35.88
TXN03880,4999,21.0,2,STOP,1049.79
TXN03881,999,23.0,1,STOP,229.77
TXN03882,2499,20.0,3,STOP,499.8
TXN03883,1499,89.0,1,RETRY,1334.11
TXN03884,199,86.0,0,RETRY,171.14
TXN03885,499,34.0,3,STOP,169.66
TXN03886,199,85.0,2,STOP,169.15
TXN03887,1499,18.0,2,STOP,269.82
TXN03888,499,93.0,0,RETRY,464.07
TXN03889,299,77.0,2,STOP,230.23
TXN03890,299,84.0,1,RETRY,251.16
TXN03891,299,85.0,0,RETRY,254.15
TXN03892,799,80.0,0,RETRY,639.2
TXN03893,1499,78.5,1,RETRY,1176.715
TXN03894,499,86.0,3,STOP,429.14
TXN03895,799,98.0,0,RETRY,783.02
TXN03896,9999,13.833333333333334,3,STOP,1383.195
TXN03897,2499,28.999999999999996,3,STOP,724.7099999999998
TXN03898,199,13.0,3,STOP,25.87
TXN03899,299,79.0,1,RETRY,236.21
TXN03900,1999,17.0,3,STOP,339.83
TXN03901,1999,92.0,0,RETRY,1839.08
TXN03902,799,66.0,3,STOP,527.34
TXN03903,199,92.0,2,STOP,183.08
TXN03904,199,87.0,0,RETRY,173.13
TXN03905,999,92.91666666666666,3,STOP,928.2374999999998
TXN03906,299,99.0,0,RETRY,296.01
TXN03907,1999,82.0,3,STOP,1639.18
TXN03908,199,66.0,3,STOP,131.34
TXN03909,999,18.0,3,STOP,179.82
TXN03910,499,83.0,3,STOP,414.17
TXN03911,799,95.0,2,STOP,759.05
TXN03912,1999,54.0,2,STOP,1079.46
TXN03913,2499,13.0,0,STOP,324.87
TXN03914,499,74.0,0,PAYMENT LINK,369.26
TXN03915,4999,83.0,1,RETRY,4149.17
TXN03916,4999,25.333333333333336,3,STOP,1266.4133333333334
TXN03917,999,38.0,2,STOP,379.62
TXN03918,499,21.0,0,STOP,104.79
TXN03919,499,63.0,1,PAYMENT LINK,314.37
TXN03920,199,90.0,3,STOP,179.1
TXN03921,299,94.0,3,STOP,281.06
TXN03922,199,54.41666666666667,3,STOP,108.28916666666667
TXN03923,799,43.0,1,PAYMENT LINK,343.57
TXN03924,799,94.0,0,RETRY,751.06
TXN03925,1499,79.0,0,RETRY,1184.21
TXN03926,4999,28.999999999999996,1,STOP,1449.7099999999998
TXN03927,2499,72.0,3,STOP,1799.28
TXN03928,4999,74.0,0,PAYMENT LINK,3699.26
TXN03929,9999,79.0,1,RETRY,7899.21
TXN03930,199,17.5,3,STOP,34.825
TXN03931,499,59.1952380952381,0,PAYMENT LINK,295.3842380952381
TXN03932,799,95.0,2,STOP,759.05
TXN03933,9999,23.0,0,STOP,2299.77
TXN03934,4999,32.0,1,STOP,1599.68
TXN03935,799,19.0,2,STOP,151.81
TXN03936,299,22.0,1,STOP,65.78
TXN03937,1999,76.0,1,RETRY,1519.24
TXN03938,2499,97.0,1,RETRY,2424.03
TXN03939,1999,26.0,0,STOP,519.74
TXN03940,4999,85.0,0,RETRY,4249.15
TXN03941,2499,45.0,0,PAYMENT LINK,1124.55
TXN03942,9999,63.0,2,STOP,6299.37
TXN03943,2499,97.0,2,STOP,2424.03
TXN03944,9999,90.0,1,RETRY,8999.1
TXN03945,199,44.0,3,STOP,87.56
TXN03946,9999,67.0,2,STOP,6699.33
TXN03947,199,75.0,2,STOP,149.25
TXN03948,999,14.000000000000002,3,STOP,139.86
TXN03949,2499,93.0,3,STOP,2324.07
TXN03950,299,90.0,2,STOP,269.1
TXN03951,1999,95.0,0,RETRY,1899.05
TXN03952,499,94.0,2,STOP,469.06
TXN03953,4999,74.0,3,STOP,3699.26
TXN03954,1499,89.0,3,STOP,1334.11
TXN03955,2499,83.0,0,RETRY,2074.17
TXN03956,2499,30.0,0,STOP,749.7
TXN03957,499,37.0,2,STOP,184.63
TXN03958,999,56.00000000000001,1,PAYMENT LINK,559.44
TXN03959,1499,89.0,0,RETRY,1334.11
TXN03960,499,96.0,0,RETRY,479.04
TXN03961,999,73.0,3,STOP,729.27
TXN03962,2499,33.0,0,STOP,824.67
TXN03963,799,20.0,2,STOP,159.8
TXN03964,199,20.0,1,STOP,39.8
TXN03965,999,87.0,3,STOP,869.13
TXN03966,299,96.0,2,STOP,287.04
TXN03967,199,83.0,3,STOP,165.17
TXN03968,4999,75.0,2,STOP,3749.25
TXN03969,4999,82.0,3,STOP,4099.18
TXN03970,499,97.0,2,STOP,484.03
TXN03971,199,50.0,1,PAYMENT LINK,99.5
TXN03972,999,24.0,3,STOP,239.76
TXN03973,9999,93.0,3,STOP,9299.07
TXN03974,1499,87.75,1,RETRY,1315.3725
TXN03975,1499,82.0,0,RETRY,1229.18
TXN03976,1499,79.0,2,STOP,1184.21
TXN03977,799,17.0,0,STOP,135.83
TXN03978,499,96.0,0,RETRY,479.04
TXN03979,499,77.0,2,STOP,384.23
TXN03980,2499,86.5,2,STOP,2161.635
TXN03981,9999,99.0,0,RETRY,9899.01
TXN03982,2499,93.0,1,RETRY,2324.07
TXN03983,299,23.0,2,STOP,68.77
TXN03984,799,16.0,3,STOP,127.84
TXN03985,1999,97.0,1,RETRY,1939.03
TXN03986,1999,97.0,0,RETRY,1939.03
TXN03987,1999,51.0,1,PAYMENT LINK,1019.49
TXN03988,2499,98.0,0,RETRY,2449.02
TXN03989,4999,63.0,2,STOP,3149.37
TXN03990,999,97.0,0,RETRY,969.03
TXN03991,4999,24.25,3,STOP,1212.2575
TXN03992,2499,23.0,3,STOP,574.77
TXN03993,199,90.0,3,STOP,179.1
TXN03994,799,92.0,1,RETRY,735.08
TXN03995,9999,18.0,0,STOP,1799.82
TXN03996,799,83.0,3,STOP,663.17
TXN03997,1999,98.0,0,RETRY,1959.02
TXN03998,1499,94.0,2,STOP,1409.06
TXN03999,2499,25.0,0,STOP,624.75
TXN04000,199,89.0,2,STOP,177.11
TXN04001,199,30.0,2,STOP,59.7
TXN04002,1499,63.5,0,PAYMENT LINK,951.865
TXN04003,799,28.999999999999996,3,STOP,231.70999999999995
TXN04004,499,8.0,3,STOP,39.92
TXN04005,999,98.0,0,RETRY,979.02
TXN04006,9999,67.0,0,PAYMENT LINK,6699.33
TXN04007,1999,83.0,1,RETRY,1659.17
TXN04008,999,71.0,3,STOP,709.29
TXN04009,199,16.0,0,STOP,31.84
TXN04010,499,89.5,0,RETRY,446.605
TXN04011,9999,74.0,3,STOP,7399.26
TXN04012,9999,49.0,0,PAYMENT LINK,4899.51
TXN04013,299,77.0,2,STOP,230.23
TXN04014,299,17.0,0,STOP,50.83
TXN04015,499,14.000000000000002,2,STOP,69.86000000000001
TXN04016,999,87.0,2,STOP,869.13
TXN04017,799,94.0,1,RETRY,751.06
TXN04018,299,85.0,0,RETRY,254.15
TXN04019,4999,94.0,1,RETRY,4699.06
TXN04020,199,82.0,3,STOP,163.18
TXN04021,499,98.0,1,RETRY,489.02
TXN04022,199,93.0,1,RETRY,185.07
TXN04023,299,27.0,0,STOP,80.73
TXN04024,999,61.6,2,STOP,615.384
TXN04025,199,71.0,2,STOP,141.29
TXN04026,4999,21.166666666666668,1,STOP,1058.1216666666667
TXN04027,1499,76.61666666666667,3,STOP,1148.4838333333335
TXN04028,9999,98.0,0,RETRY,9799.02
TXN04029,1499,96.0,1,RETRY,1439.04
TXN04030,199,87.0,1,RETRY,173.13
TXN04031,4999,30.0,0,STOP,1499.7
TXN04032,499,11.0,2,STOP,54.89
TXN04033,4999,26.0,2,STOP,1299.74
TXN04034,199,69.0,0,PAYMENT LINK,137.31
TXN04035,199,95.0,0,RETRY,189.05
TXN04036,9999,52.5,0,PAYMENT LINK,5249.475
TXN04037,9999,64.0,2,STOP,6399.36
TXN04038,999,89.0,3,STOP,889.11
TXN04039,999,45.0,3,STOP,449.55
TXN04040,199,28.999999999999996,0,STOP,57.709999999999994
TXN04041,1999,87.0,1,RETRY,1739.13
TXN04042,799,10.0,0,STOP,79.9
TXN04043,2499,80.0,0,RETRY,1999.2
TXN04044,199,13.0,1,STOP,25.87
TXN04045,799,24.0,3,STOP,191.76
TXN04046,1999,75.0,3,STOP,1499.25
TXN04047,299,81.0,2,STOP,242.19
TXN04048,9999,100.0,0,RETRY,9999.0
TXN04049,499,93.0,1,RETRY,464.07
TXN04050,999,14.000000000000002,2,STOP,139.86
TXN04051,499,27.0,3,STOP,134.73
TXN04052,4999,82.0,0,RETRY,4099.18
TXN04053,799,15.0,3,STOP,119.85
TXN04054,999,75.0,0,RETRY,749.25
TXN04055,2499,75.0,0,RETRY,1874.25
TXN04056,9999,94.0,3,STOP,9399.06
TXN04057,2499,30.0,0,STOP,749.7
TXN04058,499,82.0,2,STOP,409.18
TXN04059,4999,92.0,0,RETRY,4599.08
TXN04060,199,76.0,1,RETRY,151.24
TXN04061,9999,93.0,1,RETRY,9299.07
TXN04062,1499,86.0,1,RETRY,1289.14
TXN04063,1499,57.99999999999999,2,STOP,869.4199999999998
TXN04064,499,84.0,1,RETRY,419.16
TXN04065,299,94.0,0,RETRY,281.06
TXN04066,4999,98.0,3,STOP,4899.02
TXN04067,199,56.00000000000001,2,STOP,111.44000000000001
TXN04068,1499,35.25,1,STOP,528.3975
TXN04069,2499,93.0,0,RETRY,2324.07
TXN04070,799,32.0,0,STOP,255.68
TXN04071,2499,92.0,0,RETRY,2299.08
TXN04072,299,20.0,2,STOP,59.8
TXN04073,9999,97.0,0,RETRY,9699.03
TXN04074,999,81.0,3,STOP,809.19
TXN04075,9999,69.0,2,STOP,6899.31
TXN04076,1499,97.5,0,RETRY,1461.525
TXN04077,799,34.0,1,STOP,271.66
TXN04078,9999,45.0,0,PAYMENT LINK,4499.55
TXN04079,2499,95.0,1,RETRY,2374.05
TXN04080,199,23.0,2,STOP,45.77
TXN04081,2499,97.0,1,RETRY,2424.03
TXN04082,999,86.0,0,RETRY,859.14
TXN04083,799,27.0,0,STOP,215.73
TXN04084,9999,67.0,1,PAYMENT LINK,6699.33
TXN04085,999,5.0,3,STOP,49.95
TXN04086,299,70.0,1,PAYMENT LINK,209.3
TXN04087,999,72.0,3,STOP,719.28
TXN04088,999,8.0,3,STOP,79.92
TXN04089,799,21.0,1,STOP,167.79
TXN04090,999,49.9,1,PAYMENT LINK,498.501
TXN04091,499,82.0,0,RETRY,409.18
TXN04092,999,84.25,1,RETRY,841.6575
TXN04093,799,38.0,2,STOP,303.62
TXN04094,799,72.0,1,PAYMENT LINK,575.28
TXN04095,799,69.0,2,STOP,551.31
TXN04096,799,88.0,0,RETRY,703.12
TXN04097,4999,88.0,1,RETRY,4399.12
TXN04098,799,11.0,3,STOP,87.89
TXN04099,9999,87.33333333333334,1,RETRY,8732.460000000001
TXN04100,299,90.0,0,RETRY,269.1
TXN04101,199,30.0,3,STOP,59.7
TXN04102,799,81.0,1,RETRY,647.19
TXN04103,4999,81.0,3,STOP,4049.19
TXN04104,199,92.0,2,STOP,183.08
TXN04105,499,15.0,2,STOP,74.85
TXN04106,4999,84.0,0,RETRY,4199.16
TXN04107,299,94.0,0,RETRY,281.06
TXN04108,499,27.0,0,STOP,134.73
TXN04109,999,33.0,0,STOP,329.67
TXN04110,9999,79.0,0,RETRY,7899.21
TXN04111,299,31.0,0,STOP,92.69
TXN04112,9999,90.0,1,RETRY,8999.1
TXN04113,1499,93.0,0,RETRY,1394.07
TXN04114,4999,22.0,0,STOP,1099.78
TXN04115,9999,15.0,0,STOP,1499.85
TXN04116,299,82.0,2,STOP,245.18
TXN04117,1999,13.0,3,STOP,259.87
TXN04118,1999,43.5,1,PAYMENT LINK,869.565
TXN04119,799,42.0,2,STOP,335.58
TXN04120,9999,98.0,0,RETRY,9799.02
TXN04121,4999,74.0,1,PAYMENT LINK,3699.26
TXN04122,9999,84.0,0,RETRY,8399.16
TXN04123,499,87.0,3,STOP,434.13
TXN04124,999,24.0,0,STOP,239.76
TXN04125,199,84.0,0,RETRY,167.16
TXN04126,499,88.0,1,RETRY,439.12
TXN04127,199,19.0,2,STOP,37.81
TXN04128,299,91.0,3,STOP,272.09
TXN04129,999,23.0,3,STOP,229.77
TXN04130,799,88.0,0,RETRY,703.12
TXN04131,999,28.000000000000004,3,STOP,279.72
TXN04132,799,77.0,1,RETRY,615.23
TXN04133,1999,87.0,0,RETRY,1739.13
TXN04134,499,84.0,3,STOP,419.16
TXN04135,499,24.0,3,STOP,119.76
TXN04136,499,80.5,0,RETRY,401.695
TXN04137,4999,95.0,0,RETRY,4749.05
TXN04138,9999,83.0,3,STOP,8299.17
TXN04139,999,77.0,2,STOP,769.23
TXN04140,2499,20.0,3,STOP,499.8
TXN04141,199,18.75,1,STOP,37.3125
TXN04142,4999,74.0,2,STOP,3699.26
TXN04143,1999,100.0,0,RETRY,1999.0
TXN04144,499,86.0,1,RETRY,429.14
TXN04145,1999,89.0,0,RETRY,1779.11
TXN04146,799,7.000000000000001,2,STOP,55.93000000000001
TXN04147,2499,94.0,1,RETRY,2349.06
TXN04148,299,83.0,2,STOP,248.17
TXN04149,199,86.15,3,STOP,171.43850000000003
TXN04150,799,18.0,2,STOP,143.82
TXN04151,4999,94.0,1,RETRY,4699.06
TXN04152,1999,20.0,2,STOP,399.8
TXN04153,4999,63.0,0,PAYMENT LINK,3149.37
TXN04154,299,34.0,3,STOP,101.66
TXN04155,4999,14.000000000000002,3,STOP,699.8600000000001
TXN04156,4999,72.0,0,PAYMENT LINK,3599.28
TXN04157,299,92.0,2,STOP,275.08
TXN04158,299,9.0,3,STOP,26.91
TXN04159,299,85.0,0,RETRY,254.15
TXN04160,299,21.0,0,STOP,62.79
TXN04161,9999,48.76666666666667,3,STOP,4876.179000000001
TXN04162,999,87.5,3,STOP,874.125
TXN04163,9999,96.5,3,STOP,9649.035
TXN04164,1999,73.0,2,STOP,1459.27
TXN04165,499,80.0,3,STOP,399.2
TXN04166,799,91.0,1,RETRY,727.09
TXN04167,1999,98.0,0,RETRY,1959.02
TXN04168,4999,96.0,1,RETRY,4799.04
TXN04169,299,89.0,0,RETRY,266.11
TXN04170,299,34.0,2,STOP,101.66
TXN04171,1999,80.0,0,RETRY,1599.2
TXN04172,999,84.0,2,STOP,839.16
TXN04173,4999,37.0,0,STOP,1849.63
TXN04174,999,83.0,3,STOP,829.17
TXN04175,799,95.0,0,RETRY,759.05
TXN04176,1999,89.0,1,RETRY,1779.11
TXN04177,999,79.0,1,RETRY,789.21
TXN04178,799,81.0,3,STOP,647.19
TXN04179,199,83.0,2,STOP,165.17
TXN04180,1999,23.5,2,STOP,469.765
TXN04181,299,24.0,2,STOP,71.76
TXN04182,499,49.0,3,STOP,244.51
TXN04183,2499,98.0,0,RETRY,2449.02
TXN04184,1499,59.333333333333336,2,STOP,889.4066666666668
TXN04185,999,79.0,3,STOP,789.21
TXN04186,2499,92.0,2,STOP,2299.08
TXN04187,199,25.0,0,STOP,49.75
TXN04188,2499,92.0,3,STOP,2299.08
TXN04189,799,95.0,1,RETRY,759.05
TXN04190,799,20.0,0,STOP,159.8
TXN04191,999,78.0,0,RETRY,779.22
TXN04192,499,75.0,0,RETRY,374.25
TXN04193,1999,79.0,0,RETRY,1579.21
TXN04194,2499,82.0,2,STOP,2049.18
TXN04195,1499,12.0,2,STOP,179.88
TXN04196,299,21.0,3,STOP,62.79
TXN04197,1499,7.000000000000001,2,STOP,104.93000000000002
TXN04198,299,45.5,0,PAYMENT LINK,136.045
TXN04199,4999,77.0,3,STOP,3849.23
TXN04200,999,79.0,2,STOP,789.21
TXN04201,999,42.0,2,STOP,419.58
TXN04202,4999,90.0,0,RETRY,4499.1
TXN04203,2499,10.0,1,STOP,249.9
TXN04204,499,78.33333333333333,0,RETRY,390.88333333333327
TXN04205,2499,80.0,1,RETRY,1999.2
TXN04206,1999,22.0,3,STOP,439.78
TXN04207,1999,14.000000000000002,2,STOP,279.86
TXN04208,999,93.0,0,RETRY,929.07
TXN04209,199,16.0,3,STOP,31.84
TXN04210,9999,44.0,2,STOP,4399.56
TXN04211,999,35.0,2,STOP,349.65
TXN04212,1999,50.44722222222223,0,PAYMENT LINK,1008.4399722222224
TXN04213,1499,89.5,2,STOP,1341.605
TXN04214,4999,77.0,1,RETRY,3849.23
TXN04215,299,10.0,3,STOP,29.9
TXN04216,299,92.0,0,RETRY,275.08
TXN04217,4999,91.0,1,RETRY,4549.09
TXN04218,2499,10.75,2,STOP,268.6425
TXN04219,9999,78.0,1,RETRY,7799.22
TXN04220,299,75.0,2,STOP,224.25
TXN04221,1999,93.0,1,RETRY,1859.07
TXN04222,999,30.0,1,STOP,299.7
TXN04223,999,28.000000000000004,0,STOP,279.72
TXN04224,9999,85.0,1,RETRY,8499.15
TXN04225,199,78.0,2,STOP,155.22
TXN04226,199,72.0,3,STOP,143.28
TXN04227,2499,87.0,2,STOP,2174.13
TXN04228,999,96.0,0,RETRY,959.04
TXN04229,999,89.0,1,RETRY,889.11
TXN04230,2499,20.0,3,STOP,499.8
TXN04231,799,90.0,1,RETRY,719.1
TXN04232,9999,95.0,1,RETRY,9499.05
TXN04233,799,26.0,1,STOP,207.74
TXN04234,1499,92.0,1,RETRY,1379.08
TXN04235,4999,84.0,3,STOP,4199.16
TXN04236,1499,10.0,2,STOP,149.9
TXN04237,299,14.000000000000002,3,STOP,41.86000000000001
TXN04238,1999,75.0,2,STOP,1499.25
TXN04239,2499,100.0,0,RETRY,2499.0
TXN04240,1999,96.8,1,RETRY,1935.032
TXN04241,1499,83.0,2,STOP,1244.17
TXN04242,4999,87.66666666666666,3,STOP,4382.456666666666
TXN04243,199,70.0,3,STOP,139.3
TXN04244,4999,86.0,0,RETRY,4299.14
TXN04245,1999,23.0,0,STOP,459.77
TXN04246,1999,83.16666666666666,0,RETRY,1662.5016666666666
TXN04247,499,63.0,1,PAYMENT LINK,314.37
TXN04248,499,77.0,1,RETRY,384.23
TXN04249,299,95.0,2,STOP,284.05
TXN04250,199,91.0,2,STOP,181.09
TXN04251,499,24.0,2,STOP,119.76
TXN04252,4999,82.0,0,RETRY,4099.18
TXN04253,1999,83.66666666666667,0,RETRY,1672.496666666667
TXN04254,499,56.00000000000001,0,PAYMENT LINK,279.44000000000005
TXN04255,199,82.0,2,STOP,163.18
TXN04256,2499,91.0,1,RETRY,2274.09
TXN04257,4999,93.0,1,RETRY,4649.07
TXN04258,999,81.83333333333334,0,RETRY,817.5150000000001
TXN04259,199,61.0,0,PAYMENT LINK,121.39
TXN04260,1999,25.33333333333333,3,STOP,506.4133333333332
TXN04261,9999,27.0,0,STOP,2699.73
TXN04262,1499,77.0,1,RETRY,1154.23
TXN04263,299,15.0,1,STOP,44.85
TXN04264,499,95.0,0,RETRY,474.05
TXN04265,799,70.0,1,PAYMENT LINK,559.3
TXN04266,9999,72.0,1,PAYMENT LINK,7199.28
TXN04267,9999,93.0,2,STOP,9299.07
TXN04268,1999,20.0,2,STOP,399.8
TXN04269,299,88.0,1,RETRY,263.12
TXN04270,9999,7.000000000000001,3,STOP,699.9300000000002
TXN04271,799,78.0,0,RETRY,623.22
TXN04272,799,96.0,0,RETRY,767.04
TXN04273,1999,89.5,3,STOP,1789.105
TXN04274,9999,82.0,0,RETRY,8199.18
TXN04275,999,79.0,2,STOP,789.21
TXN04276,499,90.0,2,STOP,449.1
TXN04277,1999,23.0,3,STOP,459.77
TXN04278,9999,91.0,0,RETRY,9099.09
TXN04279,1999,12.0,2,STOP,239.88
TXN04280,1499,30.0,2,STOP,449.7
TXN04281,1999,20.5,3,STOP,409.795
TXN04282,2499,47.0,0,PAYMENT LINK,1174.53
TXN04283,9999,26.0,3,STOP,2599.74
TXN04284,299,23.0,0,STOP,68.77
TXN04285,499,89.0,2,STOP,444.11
TXN04286,1999,18.0,3,STOP,359.82
TXN04287,4999,65.0,2,STOP,3249.35
TXN04288,2499,93.0,1,RETRY,2324.07
TXN04289,1499,97.0,1,RETRY,1454.03
TXN04290,2499,86.0,3,STOP,2149.14
TXN04291,299,91.0,0,RETRY,272.09
TXN04292,1499,94.0,0,RETRY,1409.06
TXN04293,299,85.0,2,STOP,254.15
TXN04294,2499,98.0,1,RETRY,2449.02
TXN04295,799,14.499999999999998,0,STOP,115.85499999999998
TXN04296,299,93.0,0,RETRY,278.07
TXN04297,799,89.0,1,RETRY,711.11
TXN04298,4999,31.0,1,STOP,1549.69
TXN04299,999,36.0,0,STOP,359.64
TXN04300,9999,75.0,1,RETRY,7499.25
TXN04301,1999,87.0,2,STOP,1739.13
TXN04302,1999,91.33333333333333,3,STOP,1825.753333333333
TXN04303,9999,86.0,1,RETRY,8599.14
TXN04304,199,18.0,3,STOP,35.82
TXN04305,799,77.0,2,STOP,615.23
TXN04306,299,88.0,2,STOP,263.12
TXN04307,499,88.0,1,RETRY,439.12
TXN04308,999,31.0,2,STOP,309.69
TXN04309,799,85.0,0,RETRY,679.15
TXN04310,2499,85.0,3,STOP,2124.15
TXN04311,999,51.0,2,STOP,509.49
TXN04312,799,90.0,2,STOP,719.1
